start,end,type
1946,1995,8
1946,1981,8
1946,2017,8
1946,1969,8
1946,1984,8
1948,1952,8
1948,1987,8
1948,1990,8
1948,1995,8
1948,1981,8
1948,2017,8
1948,1969,8
1948,1984,8
1971,2014,8
1971,1968,8
1971,2004,8
1971,1939,8
1971,1974,8
1971,1961,8
1971,1945,8
1971,2000,8
1971,1959,8
1971,1942,8
1945,2014,8
1945,1968,8
1945,2004,8
1945,1939,8
1945,1974,8
1945,1961,8
1945,2000,8
1945,1959,8
1945,1942,8
1945,1971,8
2004,2014,8
2004,1968,8
2004,1939,8
2004,1974,8
2004,1961,8
2004,1945,8
2004,2000,8
2004,1959,8
2004,1942,8
2004,1971,8
2428,1952,8
2428,1987,8
2428,1990,8
2428,1995,8
2428,1981,8
2428,2017,8
2428,1969,8
2428,1984,8
1981,1952,8
1981,1987,8
1981,1990,8
1981,1995,8
1981,2017,8
1981,1969,8
1981,1984,8
1984,1952,8
1984,1987,8
1984,1990,8
1984,1995,8
1984,1981,8
1984,2017,8
1984,1969,8
1988,1988,8
1988,1992,8
1988,1997,8
2427,2008,8
2019,1931,8
2019,1962,8
1966,2022,8
1936,2013,8
1936,1998,8
1936,1983,8
1936,1966,8
1983,2029,8
1983,2019,8
1944,1965,8
1951,1951,8
2420,2005,8
2420,1934,8
1991,1991,8
1991,2015,8
1991,1975,8
1967,2018,8
1980,2002,8
1994,2021,8
1947,1947,8
1947,2006,8
2415,2010,8
2415,1955,8
1954,1954,8
1954,1972,8
1958,1958,8
1958,2003,8
2474,1953,8
1950,1950,8
1950,1932,8
1950,2020,8
1950,1943,8
1950,2023,8
1950,1935,8
1950,1977,8
1950,1999,8
1950,1989,8
1950,1985,8
2472,1973,8
2472,1996,8
1993,1993,8
2436,2012,8
2414,1933,8
2414,2026,8
2414,1978,8
2414,1956,8
2414,1940,8
2009,2016,8
2437,1960,8
2437,1964,8
1946,1957,8
2428,1938,8
1981,1948,8
1981,1941,8
1981,1986,8
1981,1963,8
1981,1949,8
1981,1946,8
2433,207,8
2002,1980,8
1966,1936,8
1983,1936,8
1998,1936,8
1965,1944,8
2018,1967,8
2021,1994,8
2016,2009,8
2437,2027,8
1942,2027,8
2464,2027,8
1971,2027,8
1945,2027,8
2004,2027,8
2428,1957,8
1981,2011,8
1984,2011,8
15578,15389,1
15578,15390,1
15578,15391,1
15578,15392,1
15578,15393,1
15758,15394,1
15758,15395,1
15758,15396,1
15758,15397,1
15758,15398,1
15758,15399,1
15758,15400,1
15758,15401,1
15758,15402,1
15758,15403,1
15759,15404,1
15759,15405,1
15759,15406,1
15759,15407,1
15759,15408,1
15759,15409,1
15759,15410,1
15759,15411,1
15759,15412,1
15759,15413,1
15760,15414,1
15623,15415,1
15623,15416,1
15762,15417,1
15762,15418,1
15762,15419,1
15762,15420,1
15762,15421,1
15764,15415,1
15764,15416,1
15612,15422,1
15612,15423,1
15616,15424,1
15616,15425,1
15616,15426,1
15616,15427,1
15584,15428,1
15584,15429,1
15333,2574,3
15748,2574,3
15748,2554,3
15349,2564,3
15349,2559,3
15749,2574,3
15348,2564,3
15348,2559,3
15752,58,3
15578,2567,3
15578,597,3
15310,2547,3
15310,2504,3
15310,2575,3
15310,2553,3
15463,58,3
15463,22,3
15757,2581,3
15757,2537,3
15757,2582,3
15757,2562,3
15757,2565,3
15757,2552,3
15757,2541,3
15760,2555,3
15760,2563,3
15760,2539,3
15760,2543,3
15760,2613,3
15760,2589,3
15760,2591,3
15760,2575,3
15760,2614,3
15761,2628,3
15762,2607,3
15762,2592,3
15762,2617,3
15762,2622,3
15762,2615,3
15762,6121,3
15762,597,3
15762,6122,3
15762,2075,3
15762,2604,3
15763,91,3
15611,639,3
15766,83,3
15766,91,3
15766,2623,3
15428,2594,3
15428,2583,3
15428,1028,3
15583,1891,3
15583,2594,3
15583,2583,3
15583,2612,3
15767,2559,3
15768,2491,3
15769,2593,3
15769,2584,3
15769,2609,3
15769,2620,3
15769,2035,3
15769,2128,3
15769,625,3
15769,1739,3
15769,505,3
15769,161,3
15341,2574,3
15341,2554,3
15770,2559,3
15771,2574,3
15771,2554,3
15612,1884,3
15612,1891,3
15612,1905,3
15612,1923,3
15612,1907,3
15612,1921,3
15773,2611,3
15773,2624,3
15773,2585,3
15773,769,3
15773,1893,3
15773,2601,3
15773,593,3
15584,1884,3
15584,1923,3
15584,2606,3
15584,2075,3
15584,2594,3
15584,2583,3
15333,7148,2
15333,8936,2
15333,7349,2
15748,8938,2
15748,8888,2
15748,8939,2
15349,7148,2
15349,7037,2
15349,7349,2
15349,7493,2
15349,7059,2
15749,8936,2
15348,8943,2
15348,7037,2
15348,7493,2
15348,8944,2
15348,8945,2
15441,8946,2
15441,7168,2
15441,7160,2
15441,8949,2
15752,7364,2
15752,8308,2
15752,7365,2
15752,7366,2
15752,8112,2
15752,8113,2
15752,8115,2
15752,8116,2
15578,8967,2
15578,8968,2
15578,8969,2
15578,8970,2
15578,8971,2
15578,8972,2
15578,8973,2
15578,8974,2
15578,8975,2
15578,7889,2
15310,7148,2
15310,7493,2
15310,8361,2
15463,8946,2
15463,7158,2
15463,8308,2
15463,7365,2
15463,7366,2
15463,8111,2
15463,8112,2
15463,8113,2
15463,8114,2
15463,8115,2
15757,8981,2
15757,8982,2
15757,8983,2
15757,8984,2
15757,7639,2
15757,7638,2
15757,7720,2
15757,8988,2
15757,7168,2
15757,7162,2
15760,8990,2
15760,8991,2
15760,8992,2
15760,8993,2
15760,8994,2
15760,8995,2
15760,8996,2
15760,8997,2
15760,8998,2
15760,8999,2
15761,7158,2
15761,7173,2
15761,7168,2
15761,7159,2
15761,9001,2
15761,9002,2
15761,7162,2
15382,7493,2
15623,9003,2
15623,7880,2
15623,7921,2
15623,9006,2
15623,9007,2
15762,9008,2
15762,9009,2
15762,9010,2
15762,9011,2
15762,9012,2
15762,9013,2
15762,9014,2
15762,9015,2
15762,9016,2
15762,9017,2
15763,9018,2
15763,7158,2
15763,7173,2
15763,7168,2
15763,7159,2
15763,7160,2
15763,8350,2
15763,7162,2
15763,7163,2
15763,7187,2
15764,9021,2
15765,7158,2
15765,7159,2
15765,7192,2
15765,8350,2
15765,7162,2
15765,8949,2
15620,9003,2
15620,9007,2
15611,9023,2
15611,7240,2
15611,9025,2
15766,9026,2
15766,9027,2
15766,7148,2
15766,7157,2
15766,9029,2
15766,7168,2
15766,7349,2
15766,7163,2
15766,7193,2
15766,9031,2
15428,9032,2
15428,7168,2
15428,7163,2
15428,9033,2
15428,9034,2
15767,9035,2
15767,7037,2
15767,9036,2
15767,8944,2
15767,8945,2
15768,9037,2
15768,9038,2
15769,9039,2
15769,9040,2
15769,7517,2
15769,7518,2
15769,9043,2
15769,9044,2
15769,9045,2
15769,9046,2
15769,9047,2
15769,9048,2
15341,9049,2
15341,9050,2
15341,7037,2
15341,8884,2
15341,8892,2
15770,7148,2
15770,8943,2
15770,7037,2
15770,8944,2
15770,8945,2
15771,8938,2
15771,8885,2
15771,8939,2
15612,9051,2
15612,9052,2
15612,9053,2
15612,8568,2
15612,8569,2
15612,9056,2
15612,7168,2
15612,9025,2
15612,9057,2
15612,9058,2
15773,9059,2
15773,9060,2
15773,9061,2
15773,9062,2
15773,9063,2
15774,7178,2
15616,9065,2
15584,9066,2
15584,9067,2
15584,8570,2
15584,7168,2
15584,7163,2
15584,9069,2
15584,9070,2
15747,12746,1
15747,12747,1
15747,15432,1
15747,15433,1
15747,15434,1
15747,15435,1
15747,15436,1
15747,15437,1
15747,15438,1
15747,15439,1
15441,13018,1
15441,15441,1
15441,15442,1
15751,12746,1
15751,12747,1
15751,15432,1
15751,15443,1
15751,15444,1
15751,15433,1
15751,15434,1
15751,15437,1
15751,15439,1
15751,15445,1
15752,12744,1
15752,12746,1
15752,15447,1
15752,12747,1
15752,12750,1
15752,15449,1
15752,15432,1
15752,15450,1
15752,15433,1
15752,15434,1
15753,12746,1
15753,12747,1
15753,15451,1
15753,15452,1
15753,15453,1
15753,15432,1
15753,15433,1
15753,15434,1
15753,15437,1
15753,15439,1
15755,12746,1
15755,12747,1
15755,15432,1
15755,15444,1
15755,15433,1
15755,15434,1
15755,15454,1
15755,15437,1
15755,15439,1
15755,15455,1
15578,15456,1
15578,15457,1
15578,15458,1
15578,15459,1
15310,15310,1
15310,15460,1
15310,15461,1
15310,15462,1
15463,13018,1
15463,15463,1
15760,15464,1
15761,15465,1
15761,15466,1
15382,12661,1
15382,15468,1
15382,15469,1
15382,15470,1
15382,15471,1
15382,15472,1
15382,15473,1
15382,15474,1
15382,15475,1
15382,15476,1
15762,15477,1
15762,15478,1
15762,15479,1
15762,15480,1
15765,15481,1
15620,15482,1
15620,15483,1
15620,12743,1
15620,15485,1
15620,12744,1
15620,15486,1
15620,12745,1
15620,15488,1
15620,15489,1
15620,15490,1
15611,15491,1
15611,15492,1
15611,15493,1
15611,15494,1
15766,15495,1
15766,15496,1
15766,15497,1
15766,15498,1
15766,15499,1
15766,15500,1
15766,15501,1
15766,15502,1
15766,15503,1
15766,15504,1
15428,15505,1
15428,15506,1
15583,15429,1
15583,15505,1
15583,15507,1
15583,15428,1
15583,15508,1
15583,15509,1
15583,15510,1
15769,15511,1
15769,15512,1
15769,15513,1
15769,15514,1
15769,15515,1
15769,15516,1
15769,15464,1
15769,15517,1
15769,15518,1
15769,15519,1
15612,15520,1
15612,15521,1
15612,15491,1
15612,15522,1
15612,15492,1
15612,15523,1
15612,15493,1
15612,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15773,15524,1
15774,15534,1
15774,15534,1
15774,15534,1
15774,13705,1
15616,12744,1
15616,12745,1
15616,12748,1
15616,12742,1
15616,15539,1
15616,15540,1
15616,15541,1
15616,15542,1
15616,15543,1
15616,15544,1
15584,15545,1
15584,15546,1
15584,15547,1
15584,15548,1
15584,15549,1
15584,15550,1
15584,15505,1
15584,15551,1
15754,15552,1
15757,15553,1
15757,15554,1
15757,15555,1
15754,15556,1
15747,15557,1
15747,15558,1
15754,15569,1
15754,15570,1
15754,15571,1
15754,15572,1
15754,15573,1
15754,15574,1
15754,15575,1
15754,15576,1
15754,15577,1
15389,15578,1
15428,15582,1
15428,15583,1
15428,15584,1
15428,15585,1
15769,15586,1
15769,15587,1
15769,15588,1
15769,15589,1
15769,15590,1
15769,15591,1
15769,15592,1
15769,15593,1
15769,15594,1
15769,15595,1
15774,15596,1
9071,2616,4
9071,2619,4
9071,2625,4
9071,2602,4
9072,2586,4
9072,2644,4
9072,2663,4
9072,2647,4
9072,2675,4
9072,2634,4
9072,2639,4
9072,2666,4
9072,2658,4
9072,2668,4
9073,2646,4
9065,2631,4
9065,2642,4
9074,2667,4
9074,2655,4
9074,2659,4
9074,2661,4
9074,2670,4
9074,2678,4
9074,2654,4
9074,2680,4
9074,2656,4
9075,2648,4
9075,2643,4
9076,2650,4
9077,2651,4
9077,2640,4
9077,2660,4
9078,2657,4
9078,2641,4
9078,2664,4
9078,2679,4
9079,2652,4
9079,2635,4
9080,2669,4
9080,2637,4
9081,2672,4
9082,2662,4
9082,2665,4
9082,2649,4
9082,2653,4
9083,2673,4
9083,2645,4
9083,2671,4
9083,2677,4
9083,2632,4
9083,2636,4
9083,2638,4
9083,2633,4
9083,2676,4
9083,2674,4
9085,2707,4
9086,2694,4
9086,2721,4
9086,2685,4
9089,2703,4
9090,2712,4
9090,2724,4
9090,2689,4
9090,2713,4
9090,2683,4
9090,2729,4
9090,2692,4
9091,2687,4
9091,2708,4
9091,2686,4
9091,2688,4
9091,2722,4
9091,2693,4
9092,2695,4
9092,2696,4
9093,2716,4
9093,2700,4
9093,2705,4
9093,2723,4
9093,2698,4
9093,2725,4
9093,2718,4
9093,2730,4
9093,2682,4
9093,2711,4
9094,2744,4
9094,2754,4
9094,2745,4
9094,2735,4
9094,2746,4
9094,2748,4
9094,2747,4
9095,2763,4
9095,2755,4
9095,2762,4
9095,2776,4
9095,2753,4
9095,2771,4
9095,2773,4
9095,2774,4
9095,2765,4
9095,2777,4
9096,2779,4
9096,2775,4
9096,2752,4
9096,2741,4
9096,2743,4
9096,2758,4
9096,2757,4
9096,2778,4
9096,2772,4
9096,2731,4
9097,2770,4
9098,2732,4
9098,2734,4
9098,2740,4
9098,2780,4
9098,2767,4
9098,2766,4
9098,2736,4
9098,2761,4
9098,2759,4
9098,2733,4
9099,2756,4
9100,2738,4
9100,2742,4
9100,2769,4
9100,2749,4
9100,2768,4
9100,2760,4
9100,2764,4
9100,2739,4
9100,2737,4
9100,2750,4
9103,2828,4
9103,2787,4
9103,2834,4
9103,2816,4
9103,2836,4
9103,2810,4
9103,2815,4
9103,2824,4
9104,2786,4
9104,2820,4
9104,2783,4
9104,2784,4
9104,2829,4
9104,2782,4
9104,2807,4
9104,2809,4
9105,2822,4
9108,2832,4
9110,2825,4
9110,2792,4
9110,2845,4
9110,2803,4
9110,2826,4
9110,2838,4
9111,2806,4
9111,2811,4
9111,2827,4
9111,2818,4
9111,2805,4
9111,2790,4
9111,2839,4
9111,2785,4
9111,2798,4
9111,2797,4
9112,2842,4
9112,2817,4
9112,2830,4
9112,2821,4
9112,2840,4
9112,2841,4
9112,2796,4
9112,2788,4
9112,2808,4
9113,2793,4
9114,2795,4
9115,2831,4
9115,2804,4
9115,2813,4
9115,2791,4
9115,2789,4
9115,2794,4
8946,15597,5
8946,15598,5
8946,15599,5
8946,15600,5
8946,15601,5
8946,15602,5
8946,15603,5
8946,15441,5
8946,15463,5
8946,15604,5
9071,15605,5
9071,15606,5
9072,15607,5
9072,15608,5
9072,15609,5
9025,15610,5
9025,15422,5
9025,15611,5
9025,15612,5
9025,15613,5
9025,15614,5
9073,15615,5
9065,15616,5
9065,15617,5
9065,15618,5
9065,15619,5
9007,15620,5
9007,15621,5
9007,15622,5
9007,15623,5
9007,15624,5
9074,15625,5
9074,15626,5
9074,15627,5
9074,15628,5
9074,15629,5
9074,15630,5
9074,15631,5
9074,15632,5
9074,15633,5
9074,15634,5
9076,15635,5
9077,15636,5
9078,15637,5
9078,15638,5
9079,15639,5
9080,15640,5
9080,15641,5
9081,15642,5
9081,15643,5
9081,15644,5
9081,15645,5
9082,15646,5
9082,15647,5
9082,15648,5
9082,15649,5
9082,15650,5
9082,15651,5
9082,15652,5
9082,15653,5
9082,15654,5
9092,15660,5
9093,15661,5
9096,15662,5
9096,15663,5
9096,15664,5
9105,15665,5
9112,15666,5
9112,15667,5
8946,15668,5
8946,15669,5
8946,15670,5
8946,15671,5
8946,15672,5
8946,15673,5
8946,15442,5
8946,15674,5
9071,15675,5
9071,15676,5
9071,15677,5
9071,15678,5
9071,15679,5
9071,15680,5
9071,15681,5
9071,15682,5
9071,15683,5
9071,15684,5
9025,15685,5
9025,15686,5
9025,15687,5
9073,15688,5
9073,12276,5
9073,14372,5
9073,15691,5
9065,15692,5
9065,15693,5
9065,13930,5
9065,13932,5
9065,13933,5
9007,13930,5
9007,14371,5
9007,15698,5
9007,15699,5
9007,14356,5
9007,13933,5
9074,15701,5
9074,15675,5
9074,15702,5
9074,15703,5
9074,15704,5
9074,15705,5
9074,15706,5
9075,15675,5
9075,15702,5
9075,15703,5
9075,15707,5
9075,15704,5
9075,15708,5
9075,15705,5
9075,15709,5
9075,15710,5
9075,15711,5
9076,15712,5
9077,15712,5
9078,15712,5
9078,15713,5
9079,15714,5
9079,15675,5
9079,15702,5
9079,15703,5
9079,15704,5
9079,15705,5
9079,15711,5
9079,15712,5
9079,15706,5
9081,13930,5
9081,14372,5
9082,15715,5
9082,15716,5
9082,15717,5
9082,15718,5
9083,15719,5
9083,15720,5
9085,13429,5
9085,13430,5
9085,13432,5
9085,13433,5
9086,13429,5
9086,13430,5
9086,13431,5
9086,13432,5
9086,13433,5
9086,14371,5
9088,15727,5
9088,13429,5
9088,13430,5
9088,13432,5
9088,13433,5
9088,14371,5
9089,13429,5
9089,13430,5
9089,13432,5
9089,13433,5
9090,13429,5
9090,13430,5
9090,13432,5
9090,13433,5
9091,15675,5
9091,15702,5
9091,15703,5
9091,15707,5
9091,15704,5
9091,15708,5
9091,15705,5
9091,15709,5
9091,15710,5
9091,15711,5
9092,15728,5
9092,15714,5
9092,15701,5
9092,15675,5
9092,15729,5
9092,15730,5
9092,15731,5
9092,15732,5
9092,15733,5
9092,15734,5
9093,15735,5
9093,15736,5
9093,15675,5
9093,15702,5
9093,15703,5
9093,15707,5
9093,15704,5
9093,15708,5
9093,15705,5
9093,15709,5
9094,15701,5
9094,15675,5
9094,15702,5
9094,15703,5
9094,15707,5
9094,15704,5
9094,15708,5
9094,15705,5
9094,15709,5
9094,15710,5
9095,15737,5
9095,15738,5
9095,15675,5
9095,15679,5
9095,15681,5
9095,15682,5
9095,15684,5
9095,15702,5
9095,15707,5
9095,15704,5
9096,14372,5
9096,15739,5
9097,13930,5
9097,14372,5
9098,14372,5
9099,14372,5
9100,14383,5
9100,14384,5
9100,14372,5
9101,13930,5
9101,14372,5
9101,15739,5
9103,14372,5
9103,15739,5
9104,13930,5
9104,14372,5
9104,15739,5
9105,13930,5
9105,14371,5
9105,14372,5
9105,15739,5
9105,15743,5
9105,15744,5
9106,13930,5
9106,14372,5
9106,15739,5
9107,13930,5
9107,14372,5
9107,15739,5
9108,13930,5
9108,14372,5
9109,13930,5
9109,14372,5
9109,15739,5
9110,15745,5
9110,14372,5
9110,15739,5
9111,14371,5
9111,14372,5
9111,15739,5
9112,13930,5
9112,15745,5
9112,14372,5
9113,14372,5
9113,15739,5
9114,13930,5
9114,14372,5
9114,15739,5
9115,13930,5
9115,14372,5
9115,15739,5
2504,7115,6
2504,8248,6
2504,8246,6
2504,8251,6
2504,8250,6
2504,8249,6
2504,8252,6
2504,8253,6
2504,8255,6
2504,8247,6
2553,7115,6
2553,8246,6
2553,8255,6
2553,8250,6
2553,8254,6
2553,8871,6
2553,8253,6
2553,8249,6
2553,8872,6
2553,8247,6
5914,8873,6
5914,8874,6
2491,8873,6
2491,8874,6
2491,8875,6
2491,7297,6
2491,7296,6
2491,8434,6
2491,7102,6
2491,7279,6
2491,7637,6
2491,7059,6
2574,8883,6
2574,8884,6
2574,8885,6
2574,8886,6
2574,8887,6
2574,8888,6
2574,8889,6
2574,8890,6
2574,8891,6
2574,8892,6
2559,8894,6
2559,8895,6
2559,8896,6
2559,8897,6
2559,8898,6
2559,8899,6
2559,8900,6
2559,8901,6
2559,8902,6
2550,8903,6
2550,8904,6
2550,7444,6
2550,8906,6
2550,8907,6
2550,8908,6
2550,8909,6
2550,8910,6
2835,8911,6
2835,8912,6
2835,8913,6
2835,8914,6
2835,8915,6
2835,8916,6
2835,8917,6
2835,8918,6
2835,8919,6
2835,8920,6
2499,8921,6
2499,8922,6
2499,8923,6
2844,8924,6
2844,8925,6
2844,8926,6
2844,8927,6
2517,8928,6
2528,8927,6
2518,8927,6
2489,8929,6
2489,8928,6
2489,8930,6
2489,8931,6
2489,8932,6
2520,8929,6
2520,8928,6
2524,8927,6
2500,8928,6
2497,8929,6
2497,8928,6
2497,8930,6
2497,8931,6
2497,8933,6
2497,8932,6
2502,8929,6
2502,8928,6
2502,8930,6
2814,8927,6
2576,8927,6
2546,8930,6
2513,8930,6
2494,8927,6
2526,8927,6
2551,8927,6
2496,8929,6
2496,8928,6
2496,8930,6
2508,8927,6
2510,8927,6
2487,8927,6
2837,8927,6
2577,8927,6
2579,8924,6
2579,8926,6
2579,8925,6
2579,8927,6
2495,8927,6
2521,8929,6
2521,8928,6
2521,8930,6
2538,8927,6
2516,8927,6
2506,8929,6
2506,8928,6
2490,8929,6
2490,8928,6
2490,8930,6
2512,8927,6
2532,8921,6
2532,8923,6
2527,8921,6
2527,8923,6
2486,8921,6
2486,8922,6
2486,8923,6
2530,8921,6
2530,8923,6
2515,8921,6
2515,8922,6
2515,8923,6
2533,8921,6
2533,8923,6
2503,8921,6
2488,8921,6
2492,8921,6
2801,8934,6
2504,15310,7
2504,15311,7
2504,15312,7
2504,15313,7
2504,15314,7
2504,15315,7
2504,15316,7
2553,15310,7
2553,15311,7
2553,15312,7
2553,15313,7
2553,15314,7
2553,15315,7
2553,15316,7
5914,15317,7
5914,15318,7
5914,15319,7
5914,15320,7
5914,15321,7
5914,15322,7
5914,15323,7
5914,15324,7
2491,15325,7
2491,15326,7
2491,15317,7
2491,15327,7
2491,15328,7
2491,15329,7
2491,15330,7
2491,15331,7
2491,15318,7
2491,15332,7
2574,15333,7
2574,15334,7
2574,15335,7
2574,15336,7
2574,15337,7
2574,15338,7
2574,15339,7
2574,15340,7
2574,15341,7
2574,15342,7
2559,15343,7
2559,15344,7
2559,15345,7
2559,15346,7
2559,15347,7
2559,15348,7
2559,15349,7
2559,15350,7
2559,15351,7
2559,15352,7
2550,15353,7
2550,15354,7
2550,15355,7
2550,15356,7
2835,15357,7
2835,15358,7
2835,15359,7
2835,15360,7
2835,15361,7
2835,15362,7
2835,15363,7
2835,15364,7
2835,15365,7
2835,15366,7
2499,15367,7
2499,15368,7
2499,15369,7
2486,15367,7
2486,15368,7
2486,15369,7
2801,15370,7
2801,15371,7
2801,15372,7
2801,15373,7
2801,15374,7
2553,15375,7
2574,15376,7
2559,15377,7
2499,15378,7
2499,15379,7
2499,15380,7
2499,15381,7
2499,15382,7
2499,15383,7
2499,15384,7
2499,15385,7
2499,15386,7
2489,15387,7
2497,15387,7
2497,15388,7
2553,2504,8
5914,2491,8
2574,2514,8
2574,2522,8
2574,2493,8
2559,2525,8
2559,2523,8
2559,2529,8
2835,2498,8
2835,2511,8
2835,2531,8
2835,2505,8
2835,2507,8
2835,2519,8
2835,2485,8
2835,2484,8
2835,2509,8
2835,2501,8
2499,2486,8
2499,2533,8
2499,2530,8
2499,2488,8
2499,2492,8
2499,2503,8
2499,2515,8
2499,2532,8
2499,2527,8
2844,2495,8
2844,2510,8
2844,2528,8
2844,2487,8
2844,2494,8
2844,2516,8
2844,2508,8
2844,2518,8
2844,2512,8
2844,2526,8
2517,2521,8
2517,2520,8
2517,2506,8
2517,2500,8
2517,2502,8
2517,2497,8
2517,2513,8
2517,2490,8
2517,2496,8
2517,2489,8
2528,2495,8
2528,2510,8
2528,2487,8
2528,2494,8
2528,2516,8
2528,2508,8
2528,2518,8
2528,2512,8
2528,2526,8
2528,2524,8
2518,2495,8
2518,2510,8
2518,2528,8
2518,2487,8
2518,2494,8
2518,2516,8
2518,2508,8
2518,2512,8
2518,2526,8
2518,2524,8
2489,2517,8
2489,2521,8
2489,2520,8
2489,2506,8
2489,2500,8
2489,2502,8
2489,2497,8
2489,2513,8
2489,2490,8
2489,2496,8
2520,2517,8
2520,2521,8
2520,2506,8
2520,2500,8
2520,2502,8
2520,2497,8
2520,2513,8
2520,2490,8
2520,2496,8
2520,2489,8
2524,2495,8
2524,2510,8
2524,2528,8
2524,2487,8
2524,2494,8
2524,2516,8
2524,2508,8
2524,2518,8
2524,2512,8
2524,2526,8
2500,2517,8
2500,2521,8
2500,2520,8
2500,2506,8
2500,2502,8
2500,2497,8
2500,2513,8
2500,2490,8
2500,2496,8
2500,2489,8
2502,2517,8
2502,2521,8
2502,2520,8
2502,2506,8
2502,2500,8
2502,2497,8
2502,2513,8
2502,2490,8
2502,2496,8
2502,2489,8
2814,2495,8
2814,2510,8
2814,2528,8
2814,2487,8
2814,2494,8
2814,2516,8
2814,2508,8
2814,2518,8
2814,2512,8
2814,2526,8
2576,2495,8
2576,2510,8
2576,2528,8
2576,2487,8
2576,2494,8
2576,2516,8
2576,2508,8
2576,2518,8
2576,2512,8
2576,2526,8
2546,2517,8
2546,2521,8
2546,2520,8
2546,2506,8
2546,2500,8
2546,2502,8
2546,2497,8
2546,2513,8
2546,2490,8
2546,2496,8
2513,2517,8
2513,2521,8
2513,2520,8
2513,2506,8
2513,2500,8
2513,2502,8
2513,2497,8
2513,2490,8
2513,2496,8
2513,2489,8
2494,2495,8
2494,2510,8
2494,2528,8
2494,2487,8
2494,2516,8
2494,2508,8
2494,2518,8
2494,2512,8
2494,2526,8
2494,2524,8
2526,2495,8
2526,2510,8
2526,2528,8
2526,2487,8
2526,2494,8
2526,2516,8
2526,2508,8
2526,2518,8
2526,2512,8
2526,2524,8
2551,2495,8
2551,2510,8
2551,2528,8
2551,2487,8
2551,2494,8
2551,2516,8
2551,2508,8
2551,2518,8
2551,2512,8
2551,2526,8
2496,2517,8
2496,2521,8
2496,2520,8
2496,2506,8
2496,2500,8
2496,2502,8
2496,2497,8
2496,2513,8
2496,2490,8
2496,2489,8
2508,2495,8
2508,2510,8
2508,2528,8
2508,2487,8
2508,2494,8
2508,2516,8
2508,2518,8
2508,2512,8
2508,2526,8
2508,2524,8
2510,2495,8
2510,2528,8
2510,2487,8
2510,2494,8
2510,2516,8
2510,2508,8
2510,2518,8
2510,2512,8
2510,2526,8
2510,2524,8
2487,2495,8
2487,2510,8
2487,2528,8
2487,2494,8
2487,2516,8
2487,2508,8
2487,2518,8
2487,2512,8
2487,2526,8
2487,2524,8
2837,2495,8
2837,2510,8
2837,2528,8
2837,2487,8
2837,2494,8
2837,2516,8
2837,2508,8
2837,2518,8
2837,2512,8
2837,2526,8
2577,2495,8
2577,2510,8
2577,2528,8
2577,2487,8
2577,2494,8
2577,2516,8
2577,2508,8
2577,2518,8
2577,2512,8
2577,2526,8
2495,2510,8
2495,2528,8
2495,2487,8
2495,2494,8
2495,2516,8
2495,2508,8
2495,2518,8
2495,2512,8
2495,2526,8
2495,2524,8
2521,2517,8
2521,2520,8
2521,2506,8
2521,2500,8
2521,2502,8
2521,2497,8
2521,2513,8
2521,2490,8
2521,2496,8
2521,2489,8
2538,2495,8
2538,2510,8
2538,2528,8
2538,2487,8
2538,2494,8
2538,2516,8
2538,2508,8
2538,2518,8
2538,2512,8
2538,2526,8
2516,2495,8
2516,2510,8
2516,2528,8
2516,2487,8
2516,2494,8
2516,2508,8
2516,2518,8
2516,2512,8
2516,2526,8
2516,2524,8
2506,2517,8
2506,2521,8
2506,2520,8
2506,2500,8
2506,2502,8
2506,2497,8
2506,2513,8
2506,2490,8
2506,2496,8
2506,2489,8
2490,2517,8
2490,2521,8
2490,2520,8
2490,2506,8
2490,2500,8
2490,2502,8
2490,2497,8
2490,2513,8
2490,2496,8
2490,2489,8
2512,2495,8
2512,2510,8
2512,2528,8
2512,2487,8
2512,2494,8
2512,2516,8
2512,2508,8
2512,2518,8
2512,2526,8
2512,2524,8
2532,2486,8
2532,2533,8
2532,2530,8
2532,2488,8
2532,2492,8
2532,2503,8
2532,2515,8
2532,2527,8
2532,2499,8
2527,2486,8
2527,2533,8
2527,2530,8
2527,2488,8
2527,2492,8
2527,2503,8
2527,2515,8
2527,2532,8
2527,2499,8
2530,2486,8
2530,2533,8
2530,2488,8
2530,2492,8
2530,2503,8
2530,2515,8
2530,2532,8
2530,2527,8
2530,2499,8
2515,2486,8
2515,2533,8
2515,2530,8
2515,2488,8
2515,2492,8
2515,2503,8
2515,2532,8
2515,2527,8
2515,2499,8
2533,2486,8
2533,2530,8
2533,2488,8
2533,2492,8
2533,2503,8
2533,2515,8
2533,2532,8
2533,2527,8
2533,2499,8
2503,2486,8
2503,2533,8
2503,2530,8
2503,2488,8
2503,2492,8
2503,2515,8
2503,2532,8
2503,2527,8
2503,2499,8
2488,2486,8
2488,2533,8
2488,2530,8
2488,2492,8
2488,2503,8
2488,2515,8
2488,2532,8
2488,2527,8
2488,2499,8
2492,2486,8
2492,2533,8
2492,2530,8
2492,2488,8
2492,2503,8
2492,2515,8
2492,2532,8
2492,2527,8
2492,2499,8
2504,2504,8
2504,2553,8
2491,5914,8
2491,2491,8
2559,2580,8
2550,2560,8
2550,2548,8
2550,2542,8
2550,2550,8
2550,2556,8
